case_count,clinical_finding,date,state,positive,negative,pending,hospitalizedcurrently,hospitalizedcumulative,inicucurrently,inicucumulative,onventilatorcurrently,onventilatorcumulative,recovered,dataqualitygrade,lastupdateet,hash,datechecked,death,hospitalized,total,totaltestresults,posneg,fips,hospitalizedincrease,negativeincrease,totaltestresultsincrease
11,deathincrease,2020-03-23,WA,3604,48516,,,,,,,,,A,2020-03-23 00:00:00,be8df7cd01609905efc3427d2435eeaa2317f9bc,2020-03-23 20:00:00,137,,52120,52120,52120,53,0,4846,5309
1,deathincrease,2020-03-23,WI,416,7050,,,,,,,,,A,2020-03-23 16:00:00,4f40f488914be1910b8c85b390bf30ceaf63362e,2020-03-23 20:00:00,5,,7466,7466,7466,55,0,820,851
0,deathincrease,2020-03-23,WV,16,444,4,,1,,,,,,B,2020-03-22 19:00:00,69b93dc3791f0b80fbeb826f2d8e8059d737a20e,2020-03-23 20:00:00,0,1,464,460,460,54,0,59,63
0,deathincrease,2020-03-23,WY,26,592,,,,,,,,,A,2020-03-23 14:00:00,250c0c2bc6d30ed66e56adc05be0ea851b8f97a1,2020-03-23 20:00:00,,,618,618,618,56,0,154,156
0,deathincrease,2020-03-22,AK,22,946,,,0,,,,,,,2020-03-21 16:30:00,e669781c62a117ab762f1da8f91c871c513e9e56,2020-03-22 20:00:00,0,0,968,968,968,2,0,188,196
0,deathincrease,2020-03-22,AL,138,1464,,,,,,,,,,2020-03-22 10:37:00,6e25732fb6cbdc929597b28f6adbaace2008c82d,2020-03-22 20:00:00,0,,1602,1602,1602,1,0,1436,1450
0,deathincrease,2020-03-22,AR,165,711,119,13,,,,,,,,2020-03-22 13:45:00,304ea055fd1909c32446df54144c2f17b4207813,2020-03-22 20:00:00,0,,995,876,876,5,0,144,191
0,deathincrease,2020-03-22,AS,,,,,,,,,,,,2020-03-19 00:00:00,9d9169e3810d30e31b1eeeb7c3fe7292245c1c04,2020-03-22 20:00:00,0,,0,0,0,60,0,0,0
1,deathincrease,2020-03-22,AZ,152,282,87,,,,,,,,,2020-03-22 00:00:00,8909444bc385cb17af32caf4fcfe463203c931e3,2020-03-22 20:00:00,2,,521,434,434,4,0,42,90
3,deathincrease,2020-03-22,CA,1536,11304,,,,,,,,,,2020-03-22 13:34:00,f48b09557316ba13035d6aaab0d05f7b6e4eb5f5,2020-03-22 20:00:00,27,,12840,12840,12840,6,0,55,312
1,deathincrease,2020-03-22,CO,475,4075,,56,49,,,,,,,2020-03-21 18:00:00,eb9aabf33ed6a9aefa1ca268e1f87ff7bac835ce,2020-03-22 20:00:00,5,49,4550,4550,4550,8,5,758,870
1,deathincrease,2020-03-22,CT,223,2877,,43,,,,,,,,2020-03-21 19:30:00,89843b6e31494dbdb2c2f5d2da9425776d483f21,2020-03-22 20:00:00,5,,3100,3100,3100,9,0,771,800
0,deathincrease,2020-03-22,DC,98,957,,,,,,,,,,2020-03-21 19:30:00,9e7e50e1ce55f7c7d056ae37d6fa5abb90545f9b,2020-03-22 20:00:00,1,,1055,1055,1055,11,0,451,472
0,deathincrease,2020-03-22,DE,56,36,,,,,,,,,,2020-03-22 16:15:00,8986894e94ae98603dd5f453a820580862e632de,2020-03-22 20:00:00,0,,92,92,92,10,0,0,11
1,deathincrease,2020-03-22,FL,830,7990,963,,185,,,,,,,2020-03-22 11:00:00,2d497f311268ed292cf463f58943175da2059b45,2020-03-22 20:00:00,13,185,9783,8820,8820,12,27,1411,1583
9,deathincrease,2020-03-22,GA,600,3420,,,,,,,,,,2020-03-22 12:00:00,44f1c92fc037da18081686b3f2acfe4dd856a2fa,2020-03-22 20:00:00,23,,4020,4020,4020,13,0,863,956
1,deathincrease,2020-03-22,GU,27,126,,,,,,,,,,2020-03-22 07:00:00,4aad50bd3e1b8249ee721b72e8833d6c8dca6504,2020-03-22 20:00:00,1,,153,153,153,66,0,18,30
0,deathincrease,2020-03-22,HI,48,263,,,,,,,,,,2020-03-21 18:00:00,129ba0e198c828294922c6de227dd688c55ff9c9,2020-03-22 20:00:00,,,311,311,311,15,0,139,150
0,deathincrease,2020-03-22,IA,90,1215,,,,,,,,,,2020-03-22 00:00:00,0431b902c31884f64b26f019d5177acebd58e8cf,2020-03-22 20:00:00,,,1305,1305,1305,19,0,166,188
0,deathincrease,2020-03-22,ID,42,1175,,,,,,,,,,2020-03-21 19:55:00,53868749c68edfc9881fb8ab5732f71e1edd754c,2020-03-22 20:00:00,0,,1217,1217,1217,16,0,295,306
3,deathincrease,2020-03-22,IL,1049,7271,,,,,,,,,,2020-03-22 00:00:00,fdd66fb0ee203fc25f48300975504b1ec74f12ab,2020-03-22 20:00:00,9,,8320,8320,8320,17,0,1783,2079
2,deathincrease,2020-03-22,IN,201,1293,,,1,,,,,,,2020-03-13 00:59:00,c819ec0c992adca61f1555b7dab422d788b2a35a,2020-03-22 20:00:00,6,1,1494,1494,1494,18,0,586,661
0,deathincrease,2020-03-22,KS,64,417,,,,,,,,,,2020-03-21 11:00:00,a80b13f76279d9092d3b9e05b02f7d3ad2d02b5f,2020-03-22 20:00:00,2,,481,481,481,20,0,0,9
1,deathincrease,2020-03-22,KY,99,1472,,,,,,,,,,2020-03-22 09:00:00,88cd469a44338e2514ace0f4905d3e5171f9fe58,2020-03-22 20:00:00,3,,1571,1571,1571,21,0,758,803
4,deathincrease,2020-03-22,LA,837,2661,,,,,,,,,,2020-03-22 10:00:00,b583f2540f47c592482ce101079c06088ec75d76,2020-03-22 20:00:00,20,,3498,3498,3498,22,0,481,738
4,deathincrease,2020-03-22,MA,547,5476,,,71,,,,,,,2020-03-22 16:00:00,f35e651e27a808654757bdf97133ad0b3d2db999,2020-03-22 20:00:00,11,71,6023,6023,6023,25,10,677,798
1,deathincrease,2020-03-22,MD,244,94,,,,,,,,,,2020-03-22 10:00:00,897f0c375b571a4b73bcc1db59694e1da968cc83,2020-03-22 20:00:00,3,,338,338,338,24,0,0,54
0,deathincrease,2020-03-22,ME,89,2264,,,,,,,,,,2020-03-22 12:15:00,8052b9c8fa717462e6311a49ff662c98cb6eb496,2020-03-22 20:00:00,,,2353,2353,2353,23,0,0,16
3,deathincrease,2020-03-22,MI,5098,3712,,,,,,,,,,2020-03-22 15:00:00,a481c35630b318e877be798106138d9369a98320,2020-03-22 20:00:00,8,,8810,8810,8810,26,0,16,571
0,deathincrease,2020-03-22,MN,169,4511,,,12,,,,,,,2020-03-21 12:10:00,a02f3a9a39fa92d725fcdce0d4e7025a9953ed94,2020-03-22 20:00:00,1,12,4680,4680,4680,27,12,559,590
0,deathincrease,2020-03-22,MO,90,369,,,,,,,,,,2020-03-21 22:00:00,8acb19ab32326b612304c5c08df11317f736c659,2020-03-22 20:00:00,3,,459,459,459,29,0,0,17
0,deathincrease,2020-03-22,MP,0,,,,,,,,,,,2020-03-22 01:30:00,86ce066ddb74fe1a280397894e69b83d7e1f28cf,2020-03-22 20:00:00,0,,0,0,0,69,0,0,0
0,deathincrease,2020-03-22,MS,207,1114,,,33,,,,,,,2020-03-22 11:20:00,dbe44a236e83e149bd62ce3f41006c27edee0f94,2020-03-22 20:00:00,1,33,1321,1321,1321,28,33,419,486
0,deathincrease,2020-03-22,MT,31,1146,,,,,,,,,,2020-03-22 00:00:00,77745b3217cb0d82c60680a338cccf513b69f141,2020-03-22 20:00:00,,,1177,1177,1177,30,0,0,11
0,deathincrease,2020-03-22,NC,255,6183,,,,,,,,,,2020-03-22 10:16:00,c90f96825071c0c2910d2430136dbccd1816c6f4,2020-03-22 20:00:00,0,,6438,6438,6438,37,0,1091,1162
0,deathincrease,2020-03-22,ND,28,1260,,,3,,,,,,,2020-03-22 11:39:00,58ff20c48f486143ef2209c34ed6207e981ec896,2020-03-22 20:00:00,0,3,1288,1288,1288,38,0,119,119
0,deathincrease,2020-03-22,NE,48,356,,,,,,,,,,2020-03-21 00:00:00,6f44613da8786f96608b1371a22a2e7caafd9023,2020-03-22 20:00:00,0,,404,404,404,31,0,0,10
0,deathincrease,2020-03-22,NH,65,1188,959,,,,,,,,,2020-03-21 09:00:00,86911330247703697a7cfe68ee6c89d6b86f8c43,2020-03-22 20:00:00,,,2212,1253,1253,33,0,215,225
4,deathincrease,2020-03-22,NJ,1914,327,49,,,,,,,,,2020-03-22 13:30:00,abd0b321c43928525cc184d15d1cb5cab26b8725,2020-03-22 20:00:00,20,,2290,2241,2241,34,0,33,620
0,deathincrease,2020-03-22,NM,57,4722,,,,,,,,,,2020-03-21 00:00:00,083019efe27992e6acd9634ad5c5d5e885dac047,2020-03-22 20:00:00,,,4779,4779,4779,35,0,951,951
0,deathincrease,2020-03-22,NV,190,2448,,,,,,,,,,2020-03-21 14:00:00,a6638efc87821290d4eff47b0d3711c5d4436877,2020-03-22 20:00:00,2,,2638,2638,2638,32,0,64,130
70,deathincrease,2020-03-22,NY,15168,46233,,2043,1974,,,,,,,2020-03-22 11:00:00,158fc2e8d902a0fd3ae2187878a8093152cc396d,2020-03-22 20:00:00,114,1974,61401,61401,61401,36,371,11152,15964
0,deathincrease,2020-03-22,OH,351,140,,,83,,,,,,,2020-03-20 14:00:00,57bf8be935019760d541377a94752cb7f1244018,2020-03-22 20:00:00,3,83,491,491,491,39,25,0,104
1,deathincrease,2020-03-22,OK,67,669,102,,11,,,,,,,2020-03-22 08:00:00,fcb081cc967661023631a03ee9a9c38648286359,2020-03-22 20:00:00,2,11,838,736,736,40,1,109,123
1,deathincrease,2020-03-22,OR,161,2864,,,43,,,,,,,2020-03-22 11:00:00,947754da65727fc21c3201568f258275d40ca4f8,2020-03-22 20:00:00,4,43,3025,3025,3025,41,43,861,908
0,deathincrease,2020-03-22,PA,479,4964,,,,,,,,,,2020-03-22 12:00:00,263e8d82c415eb7fc0ab8198d2a3b1157b8dd454,2020-03-22 20:00:00,2,,5443,5443,5443,42,0,1198,1306
1,deathincrease,2020-03-22,PR,23,183,69,,,,,,,,,2020-03-22 07:00:00,a9223cc0317856448928393e143d61b8c8da28c9,2020-03-22 20:00:00,1,,275,206,206,72,0,40,42
0,deathincrease,2020-03-22,RI,83,932,216,,,,,,,,,2020-03-22 15:25:00,365a2fb9dd8bc3b39d97c41ad8fa885ad9e02a7d,2020-03-22 20:00:00,,,1231,1015,1015,44,0,70,87
2,deathincrease,2020-03-22,SC,195,1466,,,,,,,,,,2020-03-22 15:40:00,43d0609c89969ab6607be4c995979b9e873f886b,2020-03-22 20:00:00,3,,1661,1661,1661,45,0,211,254
0,deathincrease,2020-03-22,SD,21,740,277,,,,,,,,,2020-03-22 12:30:00,c0477c64020d543fdc41098347ced64869fb923b,2020-03-22 20:00:00,1,,1038,761,761,46,0,49,56
0,deathincrease,2020-03-22,TN,505,3272,,,,,,,,,,2020-03-22 15:00:00,8a41c2fbc4e11313f40eb203f70ffdf28bc63002,2020-03-22 20:00:00,,,3777,3777,3777,47,0,0,134
0,deathincrease,2020-03-22,TX,334,8422,,,,,,,,,,2020-03-21 21:00:00,8156ddffdc59ddaf52d4bcebb89c0f5f34ef7445,2020-03-22 20:00:00,5,,8756,8756,8756,48,0,2204,2234
1,deathincrease,2020-03-22,UT,181,3508,,,,,,,,,,2020-03-22 15:00:00,fdb2d30d5fa2555cd5c3ea807c5d6c6bf33032f2,2020-03-22 20:00:00,1,,3689,3689,3689,49,0,1084,1129
1,deathincrease,2020-03-22,VA,219,3118,,,32,,,,,,,2020-03-21 17:00:00,3fec7d22ce2ce39d390d3318a017432bdbd27214,2020-03-22 20:00:00,3,32,3337,3337,3337,51,7,480,547
0,deathincrease,2020-03-22,VI,6,,,,,,,,,,,2020-03-21 20:30:00,76560e5af2f7abb0a2d1b0ca03127aa3aa5fcc24,2020-03-22 20:00:00,,,6,6,6,78,0,0,0
0,deathincrease,2020-03-22,VT,52,1106,,,,,,,,,,2020-03-22 14:00:00,2cef00ca36ba52e4a02b8eeb359188099d058ea7,2020-03-22 20:00:00,2,,1158,1158,1158,50,0,327,350
15,deathincrease,2020-03-22,WA,3141,43670,,,,,,,,,,2020-03-22 00:00:00,95d0889cf495644643c6e06702b0796707e7a79d,2020-03-22 20:00:00,126,,46811,46811,46811,53,0,1708,1891
0,deathincrease,2020-03-22,WI,385,6230,,,,,,,,,,2020-03-22 04:00:00,ec440cda383a9dad38bb20d7182decc9583d11b0,2020-03-22 20:00:00,4,,6615,6615,6615,55,0,1602,1706
0,deathincrease,2020-03-22,WV,12,385,1,,1,,,,,,,2020-03-21 00:00:00,694914e340f8ad9a0f8061a02b8f7e2db711f8fe,2020-03-22 20:00:00,0,1,398,397,397,54,0,55,56
0,deathincrease,2020-03-22,WY,24,438,,,,,,,,,,2020-03-21 23:00:00,6e035147b640db56dc1001efd97274718de151ae,2020-03-22 20:00:00,,,462,462,462,56,0,0,1
0,deathincrease,2020-03-21,AK,14,758,,,0,,,,,,,2020-03-21 16:30:00,040a8237b6953bded6ce9cfbc7c1407cd7217925,2020-03-21 20:00:00,0,0,772,772,772,2,0,72,74
0,deathincrease,2020-03-21,AL,124,28,,,,,,,,,,2020-03-21 11:20:00,cd92e175f57f1bfb3e7a1203354254d2ff491493,2020-03-21 20:00:00,0,,152,152,152,1,0,0,43
0,deathincrease,2020-03-21,AR,118,567,154,,,,,,,,,2020-03-21 13:47:00,bc397f8a77d43a9767fbaa7977f376b9338e4269,2020-03-21 20:00:00,,,839,685,685,5,0,216,238
0,deathincrease,2020-03-21,AS,,,,,,,,,,,,2020-03-19 00:00:00,042b1b3840bef8bbd6db2a4b842c2fd7aff871ce,2020-03-21 20:00:00,0,,0,0,0,60,0,0,0
1,deathincrease,2020-03-21,AZ,104,240,122,,,,,,,,,2020-03-21 00:00:00,f7c342dd44d13501d0deb205122630ff7ed2dbe7,2020-03-21 20:00:00,1,,466,344,344,4,0,29,68
4,deathincrease,2020-03-21,CA,1279,11249,,,,,,,,,,2020-03-21 00:00:00,11be5894b43280fdee5e86c50102ac962e333908,2020-03-21 20:00:00,24,,12528,12528,12528,6,0,825,1041
1,deathincrease,2020-03-21,CO,363,3317,,,44,,,,,,,2020-03-20 18:00:00,02508dc3c6cd71775604a46c4b29030b95e97e58,2020-03-21 20:00:00,4,44,3680,3680,3680,8,44,642,728
1,deathincrease,2020-03-21,CT,194,2106,,,,,,,,,,2020-03-20 20:44:00,0698412e18b779a4fa5c40c59097b3c9ce39484b,2020-03-21 20:00:00,4,,2300,2300,2300,9,0,1502,1502
0,deathincrease,2020-03-21,DC,77,506,0,,,,,,,,,2020-03-20 20:00:00,27a429092c40ad78b6f16c7ec81b5439dd426ca3,2020-03-21 20:00:00,1,,583,583,583,11,0,5,11
0,deathincrease,2020-03-21,DE,45,36,,,,,,,,,,2020-03-21 15:15:00,28aef8d0847d80d187fdf1cccad1411239a3b3ec,2020-03-21 20:00:00,0,,81,81,81,10,0,0,7
2,deathincrease,2020-03-21,FL,658,6579,1002,,158,,,,,,,2020-03-21 11:00:00,bb152aee28c720cb3cb005484c50ea100a373453,2020-03-21 20:00:00,12,158,8239,7237,7237,12,158,4709,4847
1,deathincrease,2020-03-21,GA,507,2557,,,,,,,,,,2020-03-21 12:00:00,28c56c7b4767a7299d125fa6de677836cc0e5af1,2020-03-21 20:00:00,14,,3064,3064,3064,13,0,591,678
0,deathincrease,2020-03-21,GU,15,108,,,,,,,,,,2020-03-21 07:15:00,dad683473732a0b95aafe7b0cc77a681eb514b91,2020-03-21 20:00:00,,,123,123,123,66,0,22,23
0,deathincrease,2020-03-21,HI,37,124,,,,,,,,,,2020-03-20 18:00:00,61b56a66d010f445db5052e1be321c20eaa53b7c,2020-03-21 20:00:00,,,161,161,161,15,0,0,11
0,deathincrease,2020-03-21,IA,68,1049,,,,,,,,,,2020-03-21 14:20:00,fcd35b396d0ca2e9277718b9d445e55b1e98e421,2020-03-21 20:00:00,,,1117,1117,1117,19,0,407,430
0,deathincrease,2020-03-21,ID,31,880,,,,,,,,,,2020-03-20 19:00:00,357375e6ed98477935cbf0f29e949ef13e86ee96,2020-03-21 20:00:00,,,911,911,911,16,0,290,298
1,deathincrease,2020-03-21,IL,753,5488,,,,,,,,,,2020-03-21 00:00:00,bdb59648c55a39e8fabf5c871d563c4b9351994d,2020-03-21 20:00:00,6,,6241,6241,6241,17,0,1792,1960
2,deathincrease,2020-03-21,IN,126,707,,,1,,,,,,,2020-03-21 00:59:00,6eda9677d49081678c78017f82c5510053aced3f,2020-03-21 20:00:00,4,1,833,833,833,18,1,232,279
1,deathincrease,2020-03-21,KS,55,417,,,,,,,,,,2020-03-21 11:00:00,30c7f37cad7a203e524cd2e70561552ae09dd844,2020-03-21 20:00:00,2,,472,472,472,20,0,0,11
1,deathincrease,2020-03-21,KY,54,714,,,,,,,,,,2020-03-21 09:00:00,fe927b20c08510d96a0c85755fa4023c15ef579f,2020-03-21 20:00:00,2,,768,768,768,21,0,122,129
4,deathincrease,2020-03-21,LA,580,2180,,,,,,,,,,2020-03-21 10:30:00,b0e27f8ec2ac6075cd3aba0d8a6267f2b3942ecc,2020-03-21 20:00:00,16,,2760,2760,2760,22,0,1612,1719
2,deathincrease,2020-03-21,MA,426,4799,,,61,,,,,,,2020-03-21 16:00:00,e600ca928fc6a15ed775e849e1b7bf9619c844cd,2020-03-21 20:00:00,7,61,5225,5225,5225,25,61,1004,1116
1,deathincrease,2020-03-21,MD,190,94,,,,,,,,,,2020-03-21 10:00:00,9ced6ad9dcb36e55a0685db3e05978d9a55021ea,2020-03-21 20:00:00,2,,284,284,284,24,0,0,41
0,deathincrease,2020-03-21,ME,73,2264,,,,,,,,,,2020-03-21 13:30:00,3bb0e46a9ee15335be0c3270a1d2bb5e7ec31fd9,2020-03-21 20:00:00,,,2337,2337,2337,23,0,0,16
2,deathincrease,2020-03-21,MI,4543,3696,,,,,,,,,,2020-03-21 13:44:00,08fb0718923da500d186369ff5b8725ff6feca71,2020-03-21 20:00:00,5,,8239,8239,8239,26,0,950,1466
1,deathincrease,2020-03-21,MN,138,3952,,,,,,,,,,2020-03-21 00:00:00,ef69371b3cac3f387b10ee5aa206664447d9de5d,2020-03-21 20:00:00,1,,4090,4090,4090,27,0,211,234
2,deathincrease,2020-03-21,MO,73,369,,,,,,,,,,2020-03-20 22:00:00,e87fdda103d3823089231443898b8eabe52a789c,2020-03-21 20:00:00,3,,442,442,442,29,0,0,26
0,deathincrease,2020-03-21,MP,0,,,,,,,,,,,2020-03-21 02:30:00,4ca5a77ad4d0eb51252ebe658c5ddb47e3536ecc,2020-03-21 20:00:00,0,,0,0,0,69,0,0,0
0,deathincrease,2020-03-21,MS,140,695,,,,,,,,,,2020-03-20 19:00:00,02d711dca0bc2b08cf6d31d9a1e33c1c810680a9,2020-03-21 20:00:00,1,,835,835,835,28,0,0,60
0,deathincrease,2020-03-21,MT,20,1146,,,,,,,,,,2020-03-20 21:24:00,f5505d9cb48bfe3c878aecf0b86485dd36270c39,2020-03-21 20:00:00,,,1166,1166,1166,30,0,215,219
0,deathincrease,2020-03-21,NC,184,5092,,,,,,,,,,2020-03-21 10:30:00,625afde07e4d5c4c50cec7f266a4d2b6cb3b6aa6,2020-03-21 20:00:00,0,,5276,5276,5276,37,0,1996,2043
0,deathincrease,2020-03-21,ND,28,1141,,,3,,,,,,,2020-03-21 11:56:00,1ada4b659febd794094e04557db9c5ee771df494,2020-03-21 20:00:00,0,3,1169,1169,1169,38,3,341,349
0,deathincrease,2020-03-21,NE,38,356,,,,,,,,,,2020-03-20 00:00:00,84e390adfb1d9fca6becc45064ecc838a9576989,2020-03-21 20:00:00,0,,394,394,394,31,0,116,122
0,deathincrease,2020-03-21,NH,55,973,942,,,,,,,,,2020-03-20 09:00:00,3aa08a176b1227f55b62e32a3a4522a8c953d907,2020-03-21 20:00:00,,,1970,1028,1028,33,0,228,239
5,deathincrease,2020-03-21,NJ,1327,294,40,,,,,,,,,2020-03-21 13:00:00,1f85eb4bef925c459b836a599e6acf4242b99b7e,2020-03-21 20:00:00,16,,1661,1621,1621,34,0,30,467
0,deathincrease,2020-03-21,NM,57,3771,,,,,,,,,,2020-03-21 00:00:00,591ea74ab920cd98e2e1436ad98ff6028bf55c58,2020-03-21 20:00:00,,,3828,3828,3828,35,0,0,14
1,deathincrease,2020-03-21,NV,124,2384,,,,,,,,,,2020-03-21 02:59:00,8e28cf6bcba1d777aa5b96094f5258d41b2a64e1,2020-03-21 20:00:00,2,,2508,2508,2508,32,0,392,407
9,deathincrease,2020-03-21,NY,10356,35081,,1436,1603,,,,,,,2020-03-20 21:22:00,6a0cf80f7c3e2f1ac498d63692836d8066eacf00,2020-03-21 20:00:00,44,1603,45437,45437,45437,36,1603,9756,13010
2,deathincrease,2020-03-21,OH,247,140,,,58,,,,,,,2020-03-21 14:00:00,9f4353f9875110bbe7a327f2bcb9de23e8aa54ad,2020-03-21 20:00:00,3,58,387,387,387,39,58,0,78
0,deathincrease,2020-03-21,OK,53,560,144,,10,,,,,,,2020-03-21 08:00:00,ddba081c2bc298e29186c34d26d175b86287fbcb,2020-03-21 20:00:00,1,10,757,613,613,40,10,22,26
0,deathincrease,2020-03-21,OR,114,2003,433,,,,,,,,,2020-03-20 11:00:00,831225ef9f5fe280452135906506789b82fa77d3,2020-03-21 20:00:00,3,,2550,2117,2117,41,0,0,0
1,deathincrease,2020-03-21,PA,371,3766,,,,,,,,,,2020-03-21 12:00:00,219ee475656cef1b36b2d3f77506d5d9dda4aa62,2020-03-21 20:00:00,2,,4137,4137,4137,42,0,1192,1295
0,deathincrease,2020-03-21,PR,21,143,71,,,,,,,,,2020-03-21 13:00:00,02633cfd91e716dfd137fc5f751d214726bca7c4,2020-03-21 20:00:00,,,235,164,164,72,0,29,36
0,deathincrease,2020-03-21,RI,66,862,290,,,,,,,,,2020-03-21 00:00:00,78977933333fa413dc3437484f6ca40d99f60dee,2020-03-21 20:00:00,,,1218,928,928,44,0,62,74
0,deathincrease,2020-03-21,SC,152,1255,,,,,,,,,,2020-03-20 16:45:00,6e043096edd04559bb2e9579ad01849477f64d34,2020-03-21 20:00:00,1,,1407,1407,1407,45,0,422,493
0,deathincrease,2020-03-21,SD,14,691,268,,,,,,,,,2020-03-21 13:00:00,98a3d491705f2c54b6a65793adb477b03dc53cd9,2020-03-21 20:00:00,1,,973,705,705,46,0,28,28
0,deathincrease,2020-03-21,TN,371,3272,,,,,,,,,,2020-03-20 22:48:00,8f78878b5929c5b1213feb6281ecd2a130712cc6,2020-03-21 20:00:00,,,3643,3643,3643,47,0,2709,2852
0,deathincrease,2020-03-21,TX,304,6218,,,,,,,,,,2020-03-21 13:00:00,8e1276b48eda51dc0495f80dd6b663c52feeb0fe,2020-03-21 20:00:00,5,,6522,6522,6522,48,0,1135,1245
0,deathincrease,2020-03-21,UT,136,2424,,,,,,,,,,2020-03-21 00:00:00,a32d17a5af452a1f820581469b7029f9d1805524,2020-03-21 20:00:00,0,,2560,2560,2560,49,0,389,413
0,deathincrease,2020-03-21,VA,152,2638,,,25,,,,,,,2020-03-21 00:00:00,54cba1d1cf5edc40a1d5d490ae02ba682197705f,2020-03-21 20:00:00,2,25,2790,2790,2790,51,25,427,465
0,deathincrease,2020-03-21,VI,6,,,,,,,,,,,2020-03-20 20:30:00,627a17d6d40b893aab5024266a0d7f0f7c0e7f39,2020-03-21 20:00:00,,,6,6,6,78,0,0,3
0,deathincrease,2020-03-21,VT,29,779,,,,,,,,,,2020-03-20 14:00:00,e01a1c4fd75cb4c688b12fdc534c4a61fc6e47bc,2020-03-21 20:00:00,2,,808,808,808,50,0,0,0
7,deathincrease,2020-03-21,WA,2958,41962,,,,,,,,,,2020-03-21 00:00:00,1c3d91e622053af72df771dbaba7489e0630dcb1,2020-03-21 20:00:00,111,,44920,44920,44920,53,0,2152,2346
1,deathincrease,2020-03-21,WI,281,4628,,,,,,,,,,2020-03-21 16:00:00,234037917284f6886c9ac83ff5a8594836713adc,2020-03-21 20:00:00,4,,4909,4909,4909,55,0,1173,1248
0,deathincrease,2020-03-21,WV,11,330,2,,1,,,,,,,2020-03-21 00:00:00,300609a19440be1a0de63fe1289b3190a4793955,2020-03-21 20:00:00,0,1,343,341,341,54,1,111,115
0,deathincrease,2020-03-21,WY,23,438,,,,,,,,,,2020-03-21 12:30:00,db59757828eeac7401b65fa97cf63161cb6cea8b,2020-03-21 20:00:00,,,461,461,461,56,0,107,111
0,deathincrease,2020-03-20,AK,12,686,,,,,,,,,,2020-03-20 16:30:00,f333d1fc4f737ba173a927f13856144d9ede40b1,2020-03-20 20:00:00,0,,698,698,698,2,0,254,260
0,deathincrease,2020-03-20,AL,81,28,,,,,,,,,,2020-03-20 11:00:00,bf5fb6616f886eb47b854b0721a2360f480fa40f,2020-03-20 20:00:00,0,,109,109,109,1,0,0,13
0,deathincrease,2020-03-20,AR,96,351,203,,,,,,,,,2020-03-20 14:19:00,a5720b29e0d8f374d541d90a353a19601e1852f5,2020-03-20 20:00:00,,,650,447,447,5,0,41,91
0,deathincrease,2020-03-20,AS,,,,,,,,,,,,2020-03-19 00:00:00,b5f845a1c0f1a69a9d05243593a28406c1e50dfe,2020-03-20 20:00:00,0,,0,0,0,60,0,0,0
0,deathincrease,2020-03-20,AZ,65,211,101,,,,,,,,,2020-03-20 00:00:00,d7a33a07f5449740a821c938c9dfa1ecd658f5cc,2020-03-20 20:00:00,0,,377,276,276,4,0,36,57
2,deathincrease,2020-03-20,CA,1063,10424,,,,,,,,,,2020-03-20 14:41:00,fe6729bf787445cb9a968a6cec2e4fa04d2017f6,2020-03-20 20:00:00,20,,11487,11487,11487,6,0,1637,1776
1,deathincrease,2020-03-20,CO,277,2675,,,,,,,,,,2020-03-20 14:42:00,2a9e02b94f01a3a8a0d8f62d647a452346d69fc6,2020-03-20 20:00:00,3,,2952,2952,2952,8,0,563,624
2,deathincrease,2020-03-20,CT,194,604,,,,,,,,,,2020-03-20 15:30:00,82d7c04711d2250a6521626879f891664df69159,2020-03-20 20:00:00,3,,798,798,798,9,0,0,98
1,deathincrease,2020-03-20,DC,71,501,1,,,,,,,,,2020-03-20 00:00:00,31a50414682108091da02020ac11dbfdae69cfb3,2020-03-20 20:00:00,1,,573,572,572,11,0,348,380
0,deathincrease,2020-03-20,DE,38,36,,,,,,,,,,2020-03-20 10:00:00,b1e7ae87824d0392da820c4fe75c92f7df72427e,2020-03-20 20:00:00,0,,74,74,74,10,0,0,8
2,deathincrease,2020-03-20,FL,520,1870,1026,,,,,,,,,2020-03-20 11:00:00,affc5c0207b3feda8a11ad6f607b7f7a1504f18f,2020-03-20 20:00:00,10,,3416,2390,2390,12,0,337,467
3,deathincrease,2020-03-20,GA,420,1966,,,,,,,,,,2020-03-20 12:00:00,2a0014800bc0d1e4682848e5aa4380ba986eecab,2020-03-20 20:00:00,13,,2386,2386,2386,13,0,422,555
0,deathincrease,2020-03-20,GU,14,86,,,,,,,,,,2020-03-20 05:15:00,21dd574656e9d876a56e18a85b4fb696cc104f5e,2020-03-20 20:00:00,,,100,100,100,66,0,17,19
0,deathincrease,2020-03-20,HI,26,124,,,,,,,,,,2020-03-19 18:00:00,2d9e66927781990760faffe23e801ad46ca97d1b,2020-03-20 20:00:00,,,150,150,150,15,0,31,41
0,deathincrease,2020-03-20,IA,45,642,,,,,,,,,,2020-03-20 16:15:00,b49315b9768ffb0225a9b4e60a03131af4707b65,2020-03-20 20:00:00,,,687,687,687,19,0,559,566
0,deathincrease,2020-03-20,ID,23,590,,,,,,,,,,2020-03-19 19:00:00,e6c8e53489bdbd8c0714a37b487f376a9ac0e5fe,2020-03-20 20:00:00,,,613,613,613,16,0,131,143
1,deathincrease,2020-03-20,IL,585,3696,,,,,,,,,,2020-03-20 00:00:00,0d2c8e9e067e8a3b344a7ec63c3a64bc75377f77,2020-03-20 20:00:00,5,,4281,4281,4281,17,0,971,1134
